Protein,SG,DG,SG_DG_SUM,SG_DG_PRO,SG_DG_SUB,EV,SG_EV_SUM,SG_EV_PRO,SG_EV_SUB,DG_EV_SUM,DG_EV_PRO,DG_EV_SUB,INFO,SG_INFO_SUM,SG_INFO_PRO,SG_INFO_SUB,DG_INFO_SUM,DG_INFO_PRO,DG_INFO_SUB,EV_INFO_SUM,EV_INFO_PRO,EV_INFO_SUB,LAC,SG_LAC_SUM,SG_LAC_PRO,SG_LAC_SUB,DG_LAC_SUM,DG_LAC_PRO,DG_LAC_SUB,EV_LAC_SUM,EV_LAC_PRO,EV_LAC_SUB,INFO_LAC_SUM,INFO_LAC_PRO,INFO_LAC_SUB,BNESS,SG_BNESS_SUM,SG_BNESS_PRO,SG_BNESS_SUB,DG_BNESS_SUM,DG_BNESS_PRO,DG_BNESS_SUB,EV_BNESS_SUM,EV_BNESS_PRO,EV_BNESS_SUB,INFO_BNESS_SUM,INFO_BNESS_PRO,INFO_BNESS_SUB,LAC_BNESS_SUM,LAC_BNESS_PRO,LAC_BNESS_SUB,CNESS,SG_CNESS_SUM,SG_CNESS_PRO,SG_CNESS_SUB,DG_CNESS_SUM,DG_CNESS_PRO,DG_CNESS_SUB,EV_CNESS_SUM,EV_CNESS_PRO,EV_CNESS_SUB,INFO_CNESS_SUM,INFO_CNESS_PRO,INFO_CNESS_SUB,LAC_CNESS_SUM,LAC_CNESS_PRO,LAC_CNESS_SUB,BNESS_CNESS_SUM,BNESS_CNESS_PRO,BNESS_CNESS_SUB,NET,SG_NET_SUM,SG_NET_PRO,SG_NET_SUB,DG_NET_SUM,DG_NET_PRO,DG_NET_SUB,EV_NET_SUM,EV_NET_PRO,EV_NET_SUB,INFO_NET_SUM,INFO_NET_PRO,INFO_NET_SUB,LAC_NET_SUM,LAC_NET_PRO,LAC_NET_SUB,BNESS_NET_SUM,BNESS_NET_PRO,BNESS_NET_SUB,CNESS_NET_SUM,CNESS_NET_PRO,CNESS_NET_SUB,GE_T1,GE_T1_GE_T2_SUM,GE_T1_GE_T2_PRO,GE_T1_GE_T2_SUB,GE_T1_GE_T3_SUM,GE_T1_GE_T3_PRO,GE_T1_GE_T3_SUB,GE_T1_GE_T4_SUM,GE_T1_GE_T4_PRO,GE_T1_GE_T4_SUB,GE_T1_GE_T5_SUM,GE_T1_GE_T5_PRO,GE_T1_GE_T5_SUB,GE_T1_GE_T6_SUM,GE_T1_GE_T6_PRO,GE_T1_GE_T6_SUB,GE_T1_GE_T7_SUM,GE_T1_GE_T7_PRO,GE_T1_GE_T7_SUB,GE_T1_GE_T8_SUM,GE_T1_GE_T8_PRO,GE_T1_GE_T8_SUB,GE_T2,GE_T2_GE_T3_SUM,GE_T2_GE_T3_PRO,GE_T2_GE_T3_SUB,GE_T2_GE_T4_SUM,GE_T2_GE_T4_PRO,GE_T2_GE_T4_SUB,GE_T2_GE_T5_SUM,GE_T2_GE_T5_PRO,GE_T2_GE_T5_SUB,GE_T2_GE_T6_SUM,GE_T2_GE_T6_PRO,GE_T2_GE_T6_SUB,GE_T2_GE_T7_SUM,GE_T2_GE_T7_PRO,GE_T2_GE_T7_SUB,GE_T2_GE_T8_SUM,GE_T2_GE_T8_PRO,GE_T2_GE_T8_SUB,GE_T3,GE_T3_GE_T4_SUM,GE_T3_GE_T4_PRO,GE_T3_GE_T4_SUB,GE_T3_GE_T5_SUM,GE_T3_GE_T5_PRO,GE_T3_GE_T5_SUB,GE_T3_GE_T6_SUM,GE_T3_GE_T6_PRO,GE_T3_GE_T6_SUB,GE_T3_GE_T7_SUM,GE_T3_GE_T7_PRO,GE_T3_GE_T7_SUB,GE_T3_GE_T8_SUM,GE_T3_GE_T8_PRO,GE_T3_GE_T8_SUB,GE_T4,GE_T4_GE_T5_SUM,GE_T4_GE_T5_PRO,GE_T4_GE_T5_SUB,GE_T4_GE_T6_SUM,GE_T4_GE_T6_PRO,GE_T4_GE_T6_SUB,GE_T4_GE_T7_SUM,GE_T4_GE_T7_PRO,GE_T4_GE_T7_SUB,GE_T4_GE_T8_SUM,GE_T4_GE_T8_PRO,GE_T4_GE_T8_SUB,GE_T5,GE_T5_GE_T6_SUM,GE_T5_GE_T6_PRO,GE_T5_GE_T6_SUB,GE_T5_GE_T7_SUM,GE_T5_GE_T7_PRO,GE_T5_GE_T7_SUB,GE_T5_GE_T8_SUM,GE_T5_GE_T8_PRO,GE_T5_GE_T8_SUB,GE_T6,GE_T6_GE_T7_SUM,GE_T6_GE_T7_PRO,GE_T6_GE_T7_SUB,GE_T6_GE_T8_SUM,GE_T6_GE_T8_PRO,GE_T6_GE_T8_SUB,GE_T7,GE_T7_GE_T8_SUM,GE_T7_GE_T8_PRO,GE_T7_GE_T8_SUB,GE_T8,Essentiality,Essential_Name
YFL005W,9.33E+15,7,9.33E+15,6.53E+16,9.33E+15,0.006782337,9.33E+15,6.33E+13,-5.60E+16,7.01E+00,4.75E-02,6.99E+00,2.4365356,9.33E+15,2.27E+16,9.33E+15,9.44E+00,1.71E+01,4.56E+00,2.44E+00,1.65E-02,-2.43E+00,2,9.33E+15,1.87E+16,9.33E+15,9.00E+00,1.40E+01,5.00E+00,2.01E+00,1.36E-02,-1.99E+00,4.44E+00,4.87E+00,4.37E-01,94.902176,9.33E+15,8.85E+17,9.33E+15,101.902176,664.315232,-87.902176,94.90895834,0.643658502,-94.89539366,97.3387116,231.2325303,-92.4656404,96.902176,189.804352,-92.902176,0.007495621,9.33E+15,6.99E+13,9.33E+15,7.007495621,0.052469347,6.992504379,0.014277958,5.08E-05,-0.000713284,2.444031221,0.018263347,2.429039979,2.007495621,0.014991242,1.992504379,94.90967162,0.711350743,94.89468038,2.3333333,9.33E+15,2.18E+16,9.33E+15,9.3333333,16.3333331,4.6666667,2.340115637,0.015825452,-2.326550963,4.7698689,5.685249652,0.1032023,4.3333333,4.6666666,-0.3333333,97.2355093,221.4384075,92.5688427,2.340828921,0.017489782,-2.325837679,289.4,575.1,82681.58,3.7,594.1,88180.18,-575.1,748.5,132863.54,-169.7,630.8,98801.16,-52,551.9,75967.5,26.9,502.4,61642.2,76.4,558,77732.84,20.8,285.7,590.4,87052.79,-19,744.8,131164.87,-173.4,627.1,97537.98,-55.7,548.2,74996.25,23.2,498.7,60854.1,72.7,554.3,76739.02,17.1,304.7,763.8,139887.77,-154.4,646.1,104024.58,-36.7,567.2,2.84E+18,42.2,517.7,64901.1,91.7,573.3,81842.42,36.1,459.1,800.5,156736.74,117.7,721.6,120513.75,196.6,672.1,97788.3,246.1,727.7,123314.26,190.5,341.4,603.9,89617.5,78.9,554.4,72718.2,128.4,-72.8,91700.04,-55.6,262.5,475.5,55912.5,49.5,531.1,70507.5,-6.1,213,481.6,57211.8,-55.6,268.6,0,NE
YDL090C,9.23E+15,6,9.23E+15,5.54E+16,9.23E+15,0.006748475,9.23E+15,6.23E+13,-4.62E+16,6.01E+00,4.05E-02,5.99E+00,2.3349862,9.23E+15,2.16E+16,9.23E+15,8.33E+00,1.40E+01,3.67E+00,2.34E+00,1.58E-02,-2.33E+00,0.6666667,9.23E+15,6.16E+15,9.23E+15,6.67E+00,4.00E+00,5.33E+00,6.73E-01,4.50E-03,-6.60E-01,3.00E+00,1.56E+00,1.67E+00,2201.7588,9.23E+15,2.03E+19,9.23E+15,2207.7588,13210.5528,-2195.7588,2201.765548,14.85851356,-2201.752052,2204.093786,5141.076414,-2199.423814,2202.425467,1467.839273,-2201.092133,0.007497415,9.23E+15,6.92E+13,9.23E+15,6.007497415,0.044984487,5.992502586,0.014245889,5.06E-05,-0.00074894,2.342483615,0.017506359,2.327488786,0.674164115,0.004998277,0.659169286,2201.766297,16.50749835,2201.751303,0.8,9.23E+15,7.39E+15,9.23E+15,6.8,4.8,5.2,0.806748475,0.00539878,-0.793251525,3.1349862,1.86798896,1.5349862,1.4666667,0.53333336,-0.1333333,2202.5588,1761.40704,2200.9588,0.807497415,0.005997932,-0.792502586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YHR047C,9.20E+15,13,9.20E+15,1.20E+17,9.20E+15,0.006735497,9.20E+15,6.19E+13,-1.10E+17,1.30E+01,8.76E-02,1.30E+01,2.801991,9.20E+15,2.58E+16,9.20E+15,1.58E+01,3.64E+01,1.02E+01,2.81E+00,1.89E-02,-2.80E+00,2.1538463,9.20E+15,1.98E+16,9.20E+15,1.52E+01,2.80E+01,1.08E+01,2.16E+00,1.45E-02,-2.15E+00,4.96E+00,6.04E+00,6.48E-01,23891.771,9.20E+15,2.20E+20,9.20E+15,23904.771,310593.023,-23878.771,23891.77774,160.9229519,-23891.76426,23894.57299,66944.52732,-23888.96901,23893.92485,51459.20257,-23889.61715,0.007500819,9.20E+15,6.90E+13,9.20E+15,13.00750082,0.097510641,12.99249918,0.014236316,5.05E-05,-0.000765322,2.809491819,0.021017226,2.794490182,2.161347119,0.01615561,2.146345482,23891.7785,179.2078379,23891.7635,5.05,9.20E+15,4.64E+16,9.20E+15,18.05,65.65,7.95,5.056735497,0.03401426,-5.043264503,7.851991,14.15005455,-2.248009,7.2038463,10.87692382,-2.8961537,23896.821,120653.4436,23886.721,5.057500819,0.037879133,-5.042499182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YER129W,9.18E+15,10,9.18E+15,9.18E+16,9.18E+15,0.006729706,9.18E+15,6.18E+13,-8.26E+16,1.00E+01,6.73E-02,9.99E+00,2.6570854,9.18E+15,2.44E+16,9.18E+15,1.27E+01,2.66E+01,7.34E+00,2.66E+00,1.79E-02,-2.65E+00,0.6,9.18E+15,5.51E+15,9.18E+15,1.06E+01,6.00E+00,9.40E+00,6.07E-01,4.04E-03,-5.93E-01,3.26E+00,1.59E+00,2.06E+00,5892.973,9.18E+15,5.41E+19,9.18E+15,5902.973,58929.73,-5882.973,5892.97973,39.65797576,-5892.96627,5895.630085,15658.13252,-5890.315915,5893.573,3535.7838,-5892.373,0.007505651,9.18E+15,6.89E+13,9.18E+15,10.00750565,0.07505651,9.992494349,0.014235357,5.05E-05,-0.000775945,2.664591051,0.019943156,2.649579749,0.607505651,0.004503391,0.592494349,5892.980506,44.23059869,5892.965494,0.6666667,9.18E+15,6.12E+15,9.18E+15,10.6666667,6.666667,9.3333333,0.673396406,0.004486471,-0.659936994,3.3237521,1.771390355,1.9904187,1.2666667,0.40000002,-0.0666667,5893.639667,3928.648863,5892.306333,0.674172351,0.005003768,-0.659161049,398.2,764.8,145980.12,31.6,936.5,214351.06,-764.8,799,159598.56,-2.6,699,119778.56,97.4,818.2,167244,-21.8,1382.8,392067.72,-586.4,645.4,98435.04,151,366.6,904.9,197340.78,-171.7,767.4,146933.28,-34.2,667.4,110273.28,65.8,786.6,153972,-53.4,1351.2,360954.36,-618,613.8,90623.52,119.4,538.3,939.1,215750.64,137.5,839.1,161920.64,237.5,958.3,4.94E+18,118.3,1522.9,530010.18,-446.3,785.5,133067.76,291.1,400.8,701.6,120560.64,100,820.8,168336,-19.2,1385.4,394627.68,-583.8,648,99077.76,153.6,300.8,720.8,126336,-119.2,1285.4,296167.68,-683.8,-53.6,74357.76,737.4,420,1404.6,413532,-564.6,667.2,103824,172.8,984.6,1231.8,243393.12,737.4,247.2,0,NE
YDR084C,9.14E+15,7,9.14E+15,6.40E+16,9.14E+15,0.006715533,9.14E+15,6.14E+13,-5.49E+16,7.01E+00,4.70E-02,6.99E+00,2.4365356,9.14E+15,2.23E+16,9.14E+15,9.44E+00,1.71E+01,4.56E+00,2.44E+00,1.64E-02,-2.43E+00,0,9.14E+15,0.00E+00,9.14E+15,7.00E+00,0.00E+00,7.00E+00,6.72E-03,0.00E+00,6.72E-03,2.44E+00,0.00E+00,2.44E+00,5319.5117,9.14E+15,4.86E+19,9.14E+15,5326.5117,37236.5819,-5312.5117,5319.518416,35.72335637,-5319.504984,5321.948236,12961.17963,-5317.075164,5319.5117,0,-5319.5117,0.007491872,9.14E+15,6.85E+13,9.14E+15,7.007491872,0.052443102,6.992508128,0.014207405,5.03E-05,-0.000776339,2.444027472,0.018254212,2.429043728,0.007491872,0,-0.007491872,5319.519192,39.85309916,5319.504208,0,9.14E+15,0.00E+00,9.14E+15,7,0,7,0.006715533,0,0.006715533,2.4365356,0,2.4365356,0,0,0,5319.5117,0,5319.5117,0.007491872,0,0.007491872,243.5,558,76580.75,-71,502.2,62993.45,-558,559,76824.25,-72,495.2,61288.95,-8.2,511.8,65331.05,-24.8,532,70249.75,-45,581.8,82376.05,-94.8,314.5,573.2,81361.15,55.8,630,99224.75,-1,566.2,79159.65,62.8,582.8,84380.35,46.2,603,90733.25,26,652.8,106395.35,-23.8,258.7,574.2,81619.85,-56.8,510.4,65114.79,7,527,2.36E+18,-9.6,547.2,74634.95,-29.8,597,87518.21,-79.6,315.5,567.2,79411.35,63.8,583.8,84648.65,47.2,604,91021.75,27,653.8,106733.65,-22.8,251.7,520,67531.11,-16.6,540.2,72615.45,-36.8,86.6,85150.11,-49.8,268.3,556.8,77404.55,-20.2,606.6,90765.89,-70,288.5,626.8,97599.55,-49.8,338.3,0,NE
YBR076W,9.08E+15,15,9.08E+15,1.36E+17,9.08E+15,0.006692831,9.08E+15,6.08E+13,-1.27E+17,1.50E+01,1.00E-01,1.50E+01,2.8738532,9.08E+15,2.61E+16,9.08E+15,1.79E+01,4.31E+01,1.21E+01,2.88E+00,1.92E-02,-2.87E+00,0.6666667,9.08E+15,6.05E+15,9.08E+15,1.57E+01,1.00E+01,1.43E+01,6.73E-01,4.46E-03,-6.60E-01,3.54E+00,1.92E+00,2.21E+00,15925.625,9.08E+15,1.45E+20,9.08E+15,15940.625,238884.375,-15910.625,15925.63169,106.5875231,-15925.61831,15928.49885,45767.90837,-15922.75115,15926.29167,10617.08386,-15924.95833,0.00750747,9.08E+15,6.82E+13,9.08E+15,15.00750747,0.112612056,14.99249253,0.014200302,5.02E-05,-0.000814639,2.88136067,0.021575368,2.86634573,0.67417417,0.005004981,0.65915923,15925.63251,119.5611583,15925.61749,0.78733766,9.08E+15,7.15E+15,9.08E+15,15.78733766,11.8100649,14.21266234,0.794030491,0.005269518,-0.780644829,3.66119086,2.262692854,2.08651554,1.45400436,0.5248918,-0.12067096,15926.41234,12538.84432,15924.83766,0.79484513,0.005910914,-0.77983019,751.2,1734.9,738955.44,-232.5,2005.1,941929.68,-1734.9,1404.4,490683.84,98,1782.1,774412.08,-279.7,1767.5,763444.56,-265.1,2313.3,1173449.52,-810.9,1498.6,561446.88,3.8,983.7,2237.6,1233461.43,-270.2,1636.9,642552.84,330.5,2014.6,1014096.33,-47.2,2000,999734.31,-32.6,2545.8,1536637.77,-578.4,1731.1,735217.38,236.3,1253.9,1907.1,819047.48,600.7,2284.8,1292645.51,223,2270.2,1.14E+19,237.6,2816,1958717.19,-308.2,2001.3,937164.86,506.5,653.2,1684.1,673383.88,-377.7,1669.5,663847.16,-363.1,2215.3,1020363.72,-908.9,1400.6,488201.68,-94.2,1030.9,2047.2,1047703.67,14.6,2593,1610368.89,-531.2,-283.5,770494.66,814.7,1016.3,2578.4,1587562.23,-545.8,1763.7,759582.62,268.9,1562.1,2309.5,1167513.54,814.7,747.4,0,NE
YDR529C,9.05E+15,7,9.05E+15,6.34E+16,9.05E+15,0.006682845,9.05E+15,6.05E+13,-5.43E+16,7.01E+00,4.68E-02,6.99E+00,2.4365356,9.05E+15,2.21E+16,9.05E+15,9.44E+00,1.71E+01,4.56E+00,2.44E+00,1.63E-02,-2.43E+00,0.2857143,9.05E+15,2.59E+15,9.05E+15,7.29E+00,2.00E+00,6.71E+00,2.92E-01,1.91E-03,-2.79E-01,2.72E+00,6.96E-01,2.15E+00,7689.6626,9.05E+15,6.96E+19,9.05E+15,7696.6626,53827.6382,-7682.6626,7689.669283,51.38882556,-7689.655917,7692.099136,18736.13668,-7687.226064,7689.948314,2197.046567,-7689.376886,0.007501108,9.05E+15,6.79E+13,9.05E+15,7.007501108,0.052507753,6.992498892,0.014183953,5.01E-05,-0.000818262,2.444036708,0.018276716,2.429034492,0.293215408,0.002143174,0.278213192,7689.670101,57.68098657,7689.655099,0.33333334,9.05E+15,3.02E+15,9.05E+15,7.33333334,2.33333338,6.66666666,0.340016185,0.002227615,-0.326650495,2.76986894,0.81217855,2.10320226,0.61904764,0.095238102,-0.04761904,7689.995933,2563.220918,7689.329267,0.340834448,0.002500369,-0.325832232,930.4,1270.3,316242.96,590.5,1291.7,336153.52,-1270.3,1259.8,306473.76,601,1771.4,782466.4,89.4,1631.6,652396.48,229.2,1361.1,400723.28,499.7,1256.4,303310.4,604.4,339.9,701.2,122805.87,-21.4,669.3,111963.06,10.5,1180.9,285855.9,-501.1,1041.1,238337.88,-361.3,770.6,146394.93,-90.8,665.9,110807.4,13.9,361.3,690.7,119012.22,31.9,1202.3,303853.3,-479.7,1062.5,3.27E+18,-339.9,792,155611.91,-69.4,687.3,117783.8,35.3,329.4,1170.4,277025.4,-511.6,1030.6,230975.28,-371.8,760.1,141872.58,-101.3,655.4,107384.4,3.4,841,1542.2,589709.2,139.8,1271.7,362218.7,410.3,-515,274166,104.7,701.2,1131.9,302006.84,270.5,1027.2,228591.2,375.2,430.7,756.7,140408.2,104.7,326,0,NE
YHR060W,9.04E+15,9,9.04E+15,8.14E+16,9.04E+15,0.006678728,9.04E+15,6.04E+13,-7.23E+16,9.01E+00,6.01E-02,8.99E+00,2.5944607,9.04E+15,2.35E+16,9.04E+15,1.16E+01,2.34E+01,6.41E+00,2.60E+00,1.73E-02,-2.59E+00,2.6666667,9.04E+15,2.41E+16,9.04E+15,1.17E+01,2.40E+01,6.33E+00,2.67E+00,1.78E-02,-2.66E+00,5.26E+00,6.92E+00,-7.22E-02,11964.485,9.04E+15,1.08E+20,9.04E+15,11973.485,107680.365,-11955.485,11964.49168,79.90754576,-11964.47832,11967.07946,31041.38613,-11961.89054,11967.15167,31905.29373,-11961.81833,0.007501748,9.04E+15,6.78E+13,9.04E+15,9.007501748,0.067515728,8.992498253,0.014180476,5.01E-05,-0.000823019,2.601962448,0.019462989,2.586958953,2.674168448,0.02000466,2.659164953,11964.4925,89.75454544,11964.4775,4.5,9.04E+15,4.07E+16,9.04E+15,13.5,40.5,4.5,4.506678728,0.030054278,-4.493321272,7.0944607,11.67507315,-1.9055393,7.1666667,12.00000015,-1.8333333,11968.985,53840.1825,11959.985,4.507501748,0.033757864,-4.492498253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YDR202C,8.85E+15,7,8.85E+15,6.20E+16,8.85E+15,0.006607489,8.85E+15,5.85E+13,-5.31E+16,7.01E+00,4.63E-02,6.99E+00,2.4365356,8.85E+15,2.16E+16,8.85E+15,9.44E+00,1.71E+01,4.56E+00,2.44E+00,1.61E-02,-2.43E+00,0.2857143,8.85E+15,2.53E+15,8.85E+15,7.29E+00,2.00E+00,6.71E+00,2.92E-01,1.89E-03,-2.79E-01,2.72E+00,6.96E-01,2.15E+00,5313.852,8.85E+15,4.70E+19,8.85E+15,5320.852,37196.964,-5306.852,5313.858607,35.11121704,-5313.845393,5316.288536,12947.38957,-5311.415464,5314.137714,1518.243504,-5313.566286,0.007489114,8.85E+15,6.63E+13,8.85E+15,7.007489114,0.052423798,6.992510886,0.014096603,4.95E-05,-0.000881625,2.444024714,0.018247493,2.429046486,0.293203414,0.002139747,0.278225186,5313.859489,39.79604341,5313.844511,0.33333334,8.85E+15,2.95E+15,8.85E+15,7.33333334,2.33333338,6.66666666,0.339940829,0.002202496,-0.326725851,2.76986894,0.81217855,2.10320226,0.61904764,0.095238102,-0.04761904,5314.185333,1771.284035,5313.518667,0.340822454,0.002496371,-0.325844226,94.1,222.4,12073.03,-34.2,278.6,17361.45,-222.4,315.2,20805.51,-127,156.8,5900.07,31.4,247.8,14463.17,-59.6,147.9,5062.58,40.3,324.5,21680.64,-136.3,128.3,312.8,23671.35,-56.2,349.4,28367.13,-92.8,191,8044.41,65.6,282,19719.71,-25.4,182.1,6902.54,74.5,358.7,29560.32,-102.1,184.5,405.6,40792.95,-36.6,247.2,11568.15,121.8,338.2,1.63E+18,30.8,238.3,9926.1,130.7,414.9,42508.8,-45.9,221.1,283.8,13862.97,158.4,374.8,33983.07,67.4,274.9,11895.18,167.3,451.5,50941.44,-9.3,62.7,216.4,9636.99,-91,116.5,3373.26,8.9,167.7,14446.08,-176.6,153.7,207.5,8269.06,99.9,384.1,35412.48,-76.7,53.8,284.2,12395.52,-176.6,230.4,0,NE
YFR015C,8.81E+15,12,8.81E+15,1.06E+17,8.81E+15,0.00659216,8.81E+15,5.81E+13,-9.69E+16,1.20E+01,7.91E-02,1.20E+01,2.7595406,8.81E+15,2.43E+16,8.81E+15,1.48E+01,3.31E+01,9.24E+00,2.77E+00,1.82E-02,-2.75E+00,1.8333334,8.81E+15,1.62E+16,8.81E+15,1.38E+01,2.20E+01,1.02E+01,1.84E+00,1.21E-02,-1.83E+00,4.59E+00,5.06E+00,9.26E-01,13761.128,8.81E+15,1.21E+20,8.81E+15,13773.128,165133.536,-13749.128,13761.13459,90.71555756,-13761.12141,13763.88754,37974.39142,-13758.36846,13762.96133,25228.73558,-13759.29467,0.007501995,8.81E+15,6.61E+13,8.81E+15,12.007502,0.09002394,11.99249801,0.014094155,4.95E-05,-0.000909835,2.767042595,0.02070206,2.752038605,1.840835395,0.013753658,1.825831405,13761.1355,103.2359135,13761.1205,2.5939393,8.81E+15,2.29E+16,8.81E+15,14.5939393,31.1272716,9.4060607,2.60053146,0.017099663,-2.58734714,5.3534799,7.158080812,0.1656013,4.4272727,4.755555556,-0.7606059,13763.72194,35695.53073,13758.53406,2.601441295,0.01945972,-2.586437305,83.3,384.8,25114.95,-218.2,434.3,29238.3,-384.8,830.6,62250.09,-664,264.6,15102.29,-98,188.8,8788.15,-22.2,425.2,28480.27,-258.6,503.4,34994.33,-336.8,301.5,652.5,105826.5,-49.5,1048.8,225310.95,-445.8,482.8,54661.95,120.2,407,31808.25,196,643.4,103082.85,-40.4,721.6,126660.15,-118.6,351,1098.3,262302.3,-396.3,532.3,63636.3,169.7,456.5,3.09E+18,245.5,692.9,120006.9,9.1,771.1,147455.1,-69.1,747.3,928.6,135485.49,566,852.8,78840.15,641.8,1089.2,255501.87,405.4,1167.4,313940.73,327.2,181.3,286.8,19127.15,75.8,523.2,61986.47,-160.6,238.8,76164.13,-78.2,105.5,447.4,36070.45,-236.4,525.6,44320.55,-314.6,341.9,762,143632.19,-78.2,420.1,0,NE
YHR103W,8.78E+15,10,8.78E+15,8.78E+16,8.78E+15,0.006580022,8.78E+15,5.78E+13,-7.90E+16,1.00E+01,6.58E-02,9.99E+00,2.6570854,8.78E+15,2.33E+16,8.78E+15,1.27E+01,2.66E+01,7.34E+00,2.66E+00,1.75E-02,-2.65E+00,0.6,8.78E+15,5.27E+15,8.78E+15,1.06E+01,6.00E+00,9.40E+00,6.07E-01,3.95E-03,-5.93E-01,3.26E+00,1.59E+00,2.06E+00,7563.9556,8.78E+15,6.64E+19,8.78E+15,7573.9556,75639.556,-7553.9556,7563.96218,49.77099426,-7563.94902,7566.612685,20098.07599,-7561.298515,7564.5556,4538.37336,-7563.3556,0.007506602,8.78E+15,6.59E+13,8.78E+15,10.0075066,0.07506602,9.992493398,0.014086624,4.94E-05,-0.00092658,2.664592002,0.019945683,2.649578798,0.607506602,0.004503961,0.592493398,7563.963107,56.77960423,7563.948093,0.6805556,8.78E+15,5.97E+15,8.78E+15,10.6805556,6.805556,9.3194444,0.687135622,0.004478071,-0.673975578,3.337641,1.808294349,1.9765298,1.2805556,0.40833336,-0.0805556,7564.636156,5147.692342,7563.275044,0.688062202,0.00510866,-0.673048998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YFL024C,8.69E+15,17,8.69E+15,1.48E+17,8.69E+15,0.006547708,8.69E+15,5.69E+13,-1.39E+17,1.70E+01,1.11E-01,1.70E+01,2.9323223,8.69E+15,2.55E+16,8.69E+15,1.99E+01,4.98E+01,1.41E+01,2.94E+00,1.92E-02,-2.93E+00,0.23529412,8.69E+15,2.05E+15,8.69E+15,1.72E+01,4.00E+00,1.68E+01,2.42E-01,1.54E-03,-2.29E-01,3.17E+00,6.90E-01,2.70E+00,30684.031,8.69E+15,2.67E+20,8.69E+15,30701.031,521628.527,-30667.031,30684.03755,200.9100753,-30684.02445,30686.96332,89975.46836,-30681.09868,30684.26629,7219.772072,-30683.79571,0.007501644,8.69E+15,6.52E+13,8.69E+15,17.00750164,0.127527948,16.99249836,0.014049352,4.91E-05,-0.000953936,2.939823944,0.021997238,2.924820656,0.242795764,0.001765093,0.227792476,30684.0385,230.180677,30684.0235,0.33035713,8.69E+15,2.87E+15,8.69E+15,17.33035713,5.61607121,16.66964287,0.336904838,0.002163082,-0.323809422,3.26267943,0.968713579,2.60196517,0.56565125,0.07773109,-0.09506301,30684.36136,10136.68842,30683.70064,0.337858774,0.002478222,-0.322855486,1246.4,2774.1,1904125.28,-281.3,2225.2,1219976.32,-2774.1,1940.3,864876.96,552.5,2318.3,1336016.16,174.5,2559,1636024.64,-66.2,2406.5,1445948.64,86.3,1999.1,938165.28,493.7,1527.7,2506.5,1495312.76,548.9,2221.6,1060071.03,833.8,2599.6,1637541.63,455.8,2840.3,2005259.02,215.1,2687.8,1772284.77,367.6,2280.4,1149899.79,775,978.8,1672.7,679189.32,284.9,2050.7,1049175.72,-93.1,2291.4,8.51E+18,-333.8,2138.9,1135505.88,-181.3,1731.5,736742.76,226.1,693.9,1765.8,743791.41,-378,2006.5,910813.14,-618.7,1854,804993.39,-466.2,1446.6,522298.53,-58.8,1071.9,2384.5,1406975.94,-240.7,2232,1243511.19,-88.2,-319.2,806819.13,407.4,1312.6,2472.7,1522747.26,152.5,2065.3,987994.02,559.9,1160.1,1912.8,873207.27,407.4,752.7,1,E
