Protein,SG,DG,SG_DG_SUM,SG_DG_PRO,SG_DG_SUB,EV,SG_EV_SUM,SG_EV_PRO,SG_EV_SUB,DG_EV_SUM,DG_EV_PRO,DG_EV_SUB,INFO,SG_INFO_SUM,SG_INFO_PRO,SG_INFO_SUB,DG_INFO_SUM,DG_INFO_PRO,DG_INFO_SUB,EV_INFO_SUM,EV_INFO_PRO,EV_INFO_SUB,LAC,SG_LAC_SUM,SG_LAC_PRO,SG_LAC_SUB,DG_LAC_SUM,DG_LAC_PRO,DG_LAC_SUB,EV_LAC_SUM,EV_LAC_PRO,EV_LAC_SUB,INFO_LAC_SUM,INFO_LAC_PRO,INFO_LAC_SUB,BNESS,SG_BNESS_SUM,SG_BNESS_PRO,SG_BNESS_SUB,DG_BNESS_SUM,DG_BNESS_PRO,DG_BNESS_SUB,EV_BNESS_SUM,EV_BNESS_PRO,EV_BNESS_SUB,INFO_BNESS_SUM,INFO_BNESS_PRO,INFO_BNESS_SUB,LAC_BNESS_SUM,LAC_BNESS_PRO,LAC_BNESS_SUB,CNESS,SG_CNESS_SUM,SG_CNESS_PRO,SG_CNESS_SUB,DG_CNESS_SUM,DG_CNESS_PRO,DG_CNESS_SUB,EV_CNESS_SUM,EV_CNESS_PRO,EV_CNESS_SUB,INFO_CNESS_SUM,INFO_CNESS_PRO,INFO_CNESS_SUB,LAC_CNESS_SUM,LAC_CNESS_PRO,LAC_CNESS_SUB,BNESS_CNESS_SUM,BNESS_CNESS_PRO,BNESS_CNESS_SUB,NET,SG_NET_SUM,SG_NET_PRO,SG_NET_SUB,DG_NET_SUM,DG_NET_PRO,DG_NET_SUB,EV_NET_SUM,EV_NET_PRO,EV_NET_SUB,INFO_NET_SUM,INFO_NET_PRO,INFO_NET_SUB,LAC_NET_SUM,LAC_NET_PRO,LAC_NET_SUB,BNESS_NET_SUM,BNESS_NET_PRO,BNESS_NET_SUB,CNESS_NET_SUM,CNESS_NET_PRO,CNESS_NET_SUB,GE_T1,GE_T1_GE_T2_SUM,GE_T1_GE_T2_PRO,GE_T1_GE_T2_SUB,GE_T1_GE_T3_SUM,GE_T1_GE_T3_PRO,GE_T1_GE_T3_SUB,GE_T1_GE_T4_SUM,GE_T1_GE_T4_PRO,GE_T1_GE_T4_SUB,GE_T1_GE_T5_SUM,GE_T1_GE_T5_PRO,GE_T1_GE_T5_SUB,GE_T1_GE_T6_SUM,GE_T1_GE_T6_PRO,GE_T1_GE_T6_SUB,GE_T1_GE_T7_SUM,GE_T1_GE_T7_PRO,GE_T1_GE_T7_SUB,GE_T1_GE_T8_SUM,GE_T1_GE_T8_PRO,GE_T1_GE_T8_SUB,GE_T2,GE_T2_GE_T3_SUM,GE_T2_GE_T3_PRO,GE_T2_GE_T3_SUB,GE_T2_GE_T4_SUM,GE_T2_GE_T4_PRO,GE_T2_GE_T4_SUB,GE_T2_GE_T5_SUM,GE_T2_GE_T5_PRO,GE_T2_GE_T5_SUB,GE_T2_GE_T6_SUM,GE_T2_GE_T6_PRO,GE_T2_GE_T6_SUB,GE_T2_GE_T7_SUM,GE_T2_GE_T7_PRO,GE_T2_GE_T7_SUB,GE_T2_GE_T8_SUM,GE_T2_GE_T8_PRO,GE_T2_GE_T8_SUB,GE_T3,GE_T3_GE_T4_SUM,GE_T3_GE_T4_PRO,GE_T3_GE_T4_SUB,GE_T3_GE_T5_SUM,GE_T3_GE_T5_PRO,GE_T3_GE_T5_SUB,GE_T3_GE_T6_SUM,GE_T3_GE_T6_PRO,GE_T3_GE_T6_SUB,GE_T3_GE_T7_SUM,GE_T3_GE_T7_PRO,GE_T3_GE_T7_SUB,GE_T3_GE_T8_SUM,GE_T3_GE_T8_PRO,GE_T3_GE_T8_SUB,GE_T4,GE_T4_GE_T5_SUM,GE_T4_GE_T5_PRO,GE_T4_GE_T5_SUB,GE_T4_GE_T6_SUM,GE_T4_GE_T6_PRO,GE_T4_GE_T6_SUB,GE_T4_GE_T7_SUM,GE_T4_GE_T7_PRO,GE_T4_GE_T7_SUB,GE_T4_GE_T8_SUM,GE_T4_GE_T8_PRO,GE_T4_GE_T8_SUB,GE_T5,GE_T5_GE_T6_SUM,GE_T5_GE_T6_PRO,GE_T5_GE_T6_SUB,GE_T5_GE_T7_SUM,GE_T5_GE_T7_PRO,GE_T5_GE_T7_SUB,GE_T5_GE_T8_SUM,GE_T5_GE_T8_PRO,GE_T5_GE_T8_SUB,GE_T6,GE_T6_GE_T7_SUM,GE_T6_GE_T7_PRO,GE_T6_GE_T7_SUB,GE_T6_GE_T8_SUM,GE_T6_GE_T8_PRO,GE_T6_GE_T8_SUB,GE_T7,GE_T7_GE_T8_SUM,GE_T7_GE_T8_PRO,GE_T7_GE_T8_SUB,GE_T8,Essentiality,Essential_Name
YIL128W,9.89E+15,7,9.89E+15,6.92E+16,9.89E+15,0.006984929,9.89E+15,6.91E+13,-5.93E+16,7.01E+00,4.89E-02,6.99E+00,2.4365356,9.89E+15,2.41E+16,9.89E+15,9.44E+00,1.71E+01,4.56E+00,2.44E+00,1.70E-02,-2.43E+00,0.2857143,9.89E+15,2.83E+15,9.89E+15,7.29E+00,2.00E+00,6.71E+00,2.93E-01,2.00E-03,-2.79E-01,2.72E+00,6.96E-01,2.15E+00,3830.932,9.89E+15,3.79E+19,9.89E+15,3837.932,26816.524,-3823.932,3830.938985,26.75878649,-3830.925015,3833.368536,9334.202199,-3828.495464,3831.217714,1094.552055,-3830.646286,0.007496281,9.89E+15,7.41E+13,9.89E+15,7.007496281,0.052473964,6.992503719,0.014481209,5.24E-05,-0.000511352,2.444031881,0.018264955,2.429039319,0.293210581,0.002141795,0.278218019,3830.939496,28.71774123,3830.924504,0.33333334,9.89E+15,3.30E+15,9.89E+15,7.33333334,2.33333338,6.66666666,0.340318269,0.00232831,-0.326348411,2.76986894,0.81217855,2.10320226,0.61904764,0.095238102,-0.04761904,3831.265333,1276.977359,3830.598667,0.340829621,0.00249876,-0.325837059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YDL179W,9.86E+15,6,9.86E+15,5.92E+16,9.86E+15,0.006975475,9.86E+15,6.88E+13,-4.93E+16,6.01E+00,4.19E-02,5.99E+00,2.3349862,9.86E+15,2.30E+16,9.86E+15,8.33E+00,1.40E+01,3.67E+00,2.34E+00,1.63E-02,-2.33E+00,0,9.86E+15,0.00E+00,9.86E+15,6.00E+00,0.00E+00,6.00E+00,6.98E-03,0.00E+00,6.98E-03,2.33E+00,0.00E+00,2.33E+00,5884.787,9.86E+15,5.80E+19,9.86E+15,5890.787,35308.722,-5878.787,5884.793975,41.0491846,-5884.780025,5887.121986,13740.89643,-5882.452014,5884.787,0,-5884.787,0.007506333,9.86E+15,7.40E+13,9.86E+15,6.007506333,0.045038,5.992493667,0.014481808,5.24E-05,-0.000530858,2.342492533,0.017527185,2.327479867,0.007506333,0,-0.007506333,5884.794506,44.17317262,5884.779494,0,9.86E+15,0.00E+00,9.86E+15,6,0,6,0.006975475,0,0.006975475,2.3349862,0,2.3349862,0,0,0,5884.787,0,5884.787,0.007506333,0,0.007506333,716.3,1105.9,279070.48,326.7,1204.3,349554.4,-1105.9,1382.9,477485.58,49.7,1200,346474.31,232.6,1180.6,332578.09,252,1186.6,336875.89,246,1395,486152.81,37.6,389.6,877.6,190124.8,-98.4,1056.2,259707.36,-277,873.3,188449.52,-94.1,853.9,180891.28,-74.7,859.9,183228.88,-80.7,1068.3,264421.52,-289.1,488,1154.6,325300.8,-178.6,971.7,236045.6,4.3,952.3,4.81E+18,23.7,958.3,229506.4,17.7,1166.7,331205.6,-190.7,666.6,1150.3,322434.42,182.9,1130.9,309502.38,202.3,1136.9,313501.98,196.3,1345.3,452421.42,-12.1,483.7,948,224581.91,19.4,954,227484.11,13.4,195,328287.19,-208.4,464.3,934.6,218360.29,-6,1143,315120.41,-214.4,470.3,1149,319192.61,-208.4,678.7,0,NE
YJR025C,9.77E+15,7,9.77E+15,6.84E+16,9.77E+15,0.006942829,9.77E+15,6.78E+13,-5.86E+16,7.01E+00,4.86E-02,6.99E+00,2.4365356,9.77E+15,2.38E+16,9.77E+15,9.44E+00,1.71E+01,4.56E+00,2.44E+00,1.69E-02,-2.43E+00,1.1428572,9.77E+15,1.12E+16,9.77E+15,8.14E+00,8.00E+00,5.86E+00,1.15E+00,7.93E-03,-1.14E+00,3.58E+00,2.78E+00,1.29E+00,5875.968,9.77E+15,5.74E+19,9.77E+15,5882.968,41131.776,-5868.968,5875.974943,40.79583927,-5875.961057,5878.404536,14317.00522,-5873.531464,5877.110857,6715.392336,-5874.825143,0.007505465,9.77E+15,7.33E+13,9.77E+15,7.007505465,0.052538257,6.992494535,0.014448294,5.21E-05,-0.000562637,2.444041065,0.018287333,2.429030135,1.150362665,0.008577675,1.135351735,5875.975505,44.10187393,5875.960495,1.3333334,9.77E+15,1.30E+16,9.77E+15,8.3333334,9.3333338,5.6666666,1.340276229,0.009257105,-1.326390571,3.769869,3.248714296,1.1032022,2.4761906,1.523809676,-0.1904762,5877.301333,7834.624392,5874.634667,1.340838865,0.010007288,-1.325827935,871.6,2089.7,1061695.96,-346.5,1991.3,975930.52,-2089.7,2048.1,1025437.4,-304.9,1882.1,880751.8,-138.9,1872.2,872122.96,-129,2120.3,1088366.92,-377.1,2195.7,1154085.56,-452.5,1218.1,2337.8,1363906.57,98.4,2394.6,1433094.65,41.6,2228.6,1230890.05,207.6,2218.7,1218830.86,217.5,2466.8,1521041.47,-30.6,2542.2,1612886.21,-106,1119.7,2296.2,1317327.05,-56.8,2130.2,1131456.85,109.2,2120.3,1.09E+19,119.1,2368.4,1398169.39,-129,2443.8,1482594.77,-204.4,1176.5,2187,1188853.25,166,2177.1,1177205.9,175.9,2425.2,1469095.55,-72.2,2500.6,1557803.65,-147.6,1010.5,2011.1,1011106.3,9.9,2259.2,1261811.35,-238.2,313.6,1338003.05,-75.4,1000.6,2249.3,1249449.22,-248.1,2324.7,1324894.46,-323.5,1248.7,2572.8,1653403.67,-75.4,1324.1,0,NE
YER035W,9.71E+15,9,9.71E+15,8.74E+16,9.71E+15,0.006921612,9.71E+15,6.72E+13,-7.77E+16,9.01E+00,6.23E-02,8.99E+00,2.5944607,9.71E+15,2.52E+16,9.71E+15,1.16E+01,2.34E+01,6.41E+00,2.60E+00,1.80E-02,-2.59E+00,1.1111112,9.71E+15,1.08E+16,9.71E+15,1.01E+01,1.00E+01,7.89E+00,1.12E+00,7.69E-03,-1.10E+00,3.71E+00,2.88E+00,1.48E+00,1170.4154,9.71E+15,1.14E+19,9.71E+15,1179.4154,10533.7386,-1161.4154,1170.422322,8.101161278,-1170.408478,1173.009861,3036.596758,-1167.820939,1171.526511,1300.46166,-1169.304289,0.00750528,9.71E+15,7.29E+13,9.71E+15,9.00750528,0.067547516,8.992494721,0.014426892,5.19E-05,-0.000583668,2.60196598,0.019472153,2.586955421,1.11861648,0.0083392,1.103605921,1170.422905,8.784294708,1170.407895,1.25,9.71E+15,1.21E+16,9.71E+15,10.25,11.25,7.75,1.256921612,0.008652015,-1.243078388,3.8444607,3.243075875,1.3444607,2.3611112,1.388889,-0.1388888,1171.6654,1463.01925,1169.1654,1.25750528,0.009381599,-1.242494721,1248.7,2220.4,1213361.79,277,2449.9,1499938.44,-2220.4,2145.5,1119834.16,351.9,3110.5,2324829.66,-613.1,2576.7,1658273.6,-79.3,2689.8,1799501.57,-192.4,2506.3,1570365.12,-8.9,971.7,2172.9,1167206.04,-229.5,1868.5,871420.56,74.9,2833.5,1809111.06,-890.1,2299.7,1290417.6,-356.3,2412.8,1400316.87,-469.4,2229.3,1222009.92,-285.9,1201.2,2098,1077236.16,304.4,3063,2236394.16,-660.6,2529.2,1.17E+19,-126.8,2642.3,1731049.32,-239.9,2458.8,1510629.12,-56.4,896.8,2758.6,1669662.24,-965,2224.8,1190950.4,-431.2,2337.9,1292378.48,-544.3,2154.4,1127815.68,-360.8,1861.8,3189.8,2472470.4,533.8,3302.9,2683039.98,420.7,-604.2,2341399.68,183.5,1328,2769.1,1913780.8,-113.1,2585.6,1670092.8,70.4,1441.1,2698.7,1812327.36,183.5,1257.6,0,NE
YHR216W,9.71E+15,6,9.71E+15,5.83E+16,9.71E+15,0.006921012,9.71E+15,6.72E+13,-4.86E+16,6.01E+00,4.15E-02,5.99E+00,2.3349862,9.71E+15,2.27E+16,9.71E+15,8.33E+00,1.40E+01,3.67E+00,2.34E+00,1.62E-02,-2.33E+00,0.33333334,9.71E+15,3.24E+15,9.71E+15,6.33E+00,2.00E+00,5.67E+00,3.40E-01,2.31E-03,-3.26E-01,2.67E+00,7.78E-01,2.00E+00,7918.7793,9.71E+15,7.69E+19,9.71E+15,7924.7793,47512.6758,-7912.7793,7918.786221,54.8059626,-7918.772379,7921.114286,18490.24039,-7916.444314,7919.112633,2639.593153,-7918.445967,0.007503441,9.71E+15,7.29E+13,9.71E+15,6.007503441,0.045020644,5.992496559,0.014424452,5.19E-05,-0.000582429,2.342489641,0.01752043,2.327482759,0.340836781,0.002501147,0.325829899,7918.786803,59.4180901,7918.771797,0.4,9.71E+15,3.88E+15,9.71E+15,6.4,2.4,5.6,0.406921012,0.002768405,-0.393078989,2.7349862,0.93399448,1.9349862,0.73333334,0.133333336,-0.06666666,7919.1793,3167.51172,7918.3793,0.407503441,0.003001376,-0.392496559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YDL181W,9.69E+15,7,9.69E+15,6.78E+16,9.69E+15,0.006913215,9.69E+15,6.70E+13,-5.81E+16,7.01E+00,4.84E-02,6.99E+00,2.4365356,9.69E+15,2.36E+16,9.69E+15,9.44E+00,1.71E+01,4.56E+00,2.44E+00,1.68E-02,-2.43E+00,0.5714286,9.69E+15,5.54E+15,9.69E+15,7.57E+00,4.00E+00,6.43E+00,5.78E-01,3.95E-03,-5.65E-01,3.01E+00,1.39E+00,1.87E+00,5904.4043,9.69E+15,5.72E+19,9.69E+15,5911.4043,41330.8301,-5897.4043,5904.411213,40.81841873,-5904.397387,5906.840836,14386.29127,-5901.967764,5904.975729,3373.945483,-5903.832871,0.007505321,9.69E+15,7.27E+13,9.69E+15,7.007505321,0.052537244,6.99249468,0.014418536,5.19E-05,-0.000592105,2.444040921,0.018286981,2.42903028,0.578933921,0.004288755,0.56392328,5904.411805,44.31444663,5904.396795,0.6666667,9.69E+15,6.46E+15,9.69E+15,7.6666667,4.6666669,6.3333333,0.673579915,0.00460881,-0.659753485,3.1032023,1.624357148,1.7698689,1.2380953,0.380952419,-0.0952381,5905.070967,3936.26973,5903.737633,0.674172021,0.005003547,-0.65916138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YHR161C,9.64E+15,13,9.64E+15,1.25E+17,9.64E+15,0.006895809,9.64E+15,6.65E+13,-1.16E+17,1.30E+01,8.96E-02,1.30E+01,2.801991,9.64E+15,2.70E+16,9.64E+15,1.58E+01,3.64E+01,1.02E+01,2.81E+00,1.93E-02,-2.80E+00,2.9230769,9.64E+15,2.82E+16,9.64E+15,1.59E+01,3.80E+01,1.01E+01,2.93E+00,2.02E-02,-2.92E+00,5.73E+00,8.19E+00,-1.21E-01,5966.5923,9.64E+15,5.75E+19,9.64E+15,5979.5923,77565.6999,-5953.5923,5966.599196,41.14448327,-5966.585404,5969.394291,16718.33793,-5963.790309,5969.515377,17440.80812,-5963.669223,0.007500344,9.64E+15,7.23E+13,9.64E+15,13.00750034,0.097504472,12.99249966,0.014396153,5.17E-05,-0.000604535,2.809491344,0.021015896,2.794490656,2.930577244,0.021924082,2.915576556,5966.5998,44.75149476,5966.5848,3.4040403,9.64E+15,3.28E+16,9.64E+15,16.4040403,44.2525239,9.5959597,3.410936109,0.023473613,-3.397144491,6.2060313,9.538090284,-0.6020493,6.3271172,9.950271568,-0.4809634,5969.99634,20310.52064,5963.18826,3.411540644,0.025531473,-3.396539956,293.1,788.4,145172.43,-202.2,988.5,203821.74,-788.4,956.9,194559.78,-370.7,598.5,89512.74,-12.3,827,156486.09,-240.8,951.3,192918.42,-365.1,1113.3,240400.62,-527.1,495.3,1190.7,344431.62,-200.1,1159.1,328780.14,-168.5,800.7,151264.62,189.9,1029.2,264440.67,-38.6,1153.5,326006.46,-162.9,1315.5,406245.06,-324.9,695.4,1359.2,461606.52,31.6,1000.8,212375.16,390,1229.3,6.70E+18,161.5,1353.6,457712.28,37.2,1515.6,570367.08,-124.8,663.8,969.2,202724.52,358.4,1197.7,354402.82,129.9,1322,436913.16,5.6,1484,544448.76,-156.4,305.4,839.3,163053.06,-228.5,963.6,201014.28,-352.8,514.8,250489.08,-162,533.9,1192.1,351412.98,-124.3,1354.1,437904.78,-286.3,658.2,1478.4,539855.64,-162,820.2,0,NE
YBR156C,9.58E+15,4,9.58E+15,3.83E+16,9.58E+15,0.00687452,9.58E+15,6.59E+13,-2.87E+16,4.01E+00,2.75E-02,3.99E+00,2.0603044,9.58E+15,1.97E+16,9.58E+15,6.06E+00,8.24E+00,1.94E+00,2.07E+00,1.42E-02,-2.05E+00,0,9.58E+15,0.00E+00,9.58E+15,4.00E+00,0.00E+00,4.00E+00,6.87E-03,0.00E+00,6.87E-03,2.06E+00,0.00E+00,2.06E+00,195.83783,9.58E+15,1.88E+18,9.58E+15,199.83783,783.35132,-191.83783,195.8447045,1.346291138,-195.8309555,197.8981344,403.4855428,-193.7775256,195.83783,0,-195.83783,0.007499127,9.58E+15,7.18E+13,9.58E+15,4.007499127,0.029996507,3.992500873,0.014373647,5.16E-05,-0.000624606,2.067803527,0.015450484,2.052805273,0.007499127,0,-0.007499127,195.8453291,1.4686127,195.8303309,0,9.58E+15,0.00E+00,9.58E+15,4,0,4,0.00687452,0,0.00687452,2.0603044,0,2.0603044,0,0,0,195.83783,0,195.83783,0.007499127,0,0.007499127,232.4,635.4,93657.2,-170.6,622.4,90636,-635.4,633.5,93215.64,-168.7,517.7,66303.72,-52.9,527.9,68674.2,-63.1,574.3,79457.56,-109.5,601.6,85802.08,-136.8,403,793,157170,13,804.1,161643.3,1.9,688.3,114975.9,117.7,698.5,119086.5,107.5,744.9,137785.7,61.1,772.2,148787.6,33.8,390,791.1,156429,-11.1,675.3,111267,104.7,685.5,3.74E+18,94.5,731.9,133341,48.1,759.2,143988,20.8,401.1,686.4,114433.83,115.8,696.6,118525.05,105.6,743,137136.09,59.2,770.3,148086.12,31.9,285.3,580.8,84306.15,-10.2,627.2,97544.07,-56.6,83.9,105332.76,-27.3,295.5,637.4,101031.45,-46.4,664.7,109098.6,-73.7,341.9,711.1,126229.48,-27.3,369.2,1,E
YDL159W,9.56E+15,10,9.56E+15,9.56E+16,9.56E+15,0.006866613,9.56E+15,6.56E+13,-8.60E+16,1.00E+01,6.87E-02,9.99E+00,2.6570854,9.56E+15,2.54E+16,9.56E+15,1.27E+01,2.66E+01,7.34E+00,2.66E+00,1.82E-02,-2.65E+00,1,9.56E+15,9.56E+15,9.56E+15,1.10E+01,1.00E+01,9.00E+00,1.01E+00,6.87E-03,-9.93E-01,3.66E+00,2.66E+00,1.66E+00,7189.3945,9.56E+15,6.87E+19,9.56E+15,7199.3945,71893.945,-7179.3945,7189.401367,49.36678974,-7189.387633,7192.051585,19102.83516,-7186.737415,7190.3945,7189.3945,-7188.3945,0.007504267,9.56E+15,7.17E+13,9.56E+15,10.00750427,0.075042667,9.992495733,0.01437088,5.15E-05,-0.000637654,2.664589667,0.019939477,2.649581133,1.007504267,0.007504267,0.992495733,7189.402004,53.95113374,7189.386996,1.1111112,9.56E+15,1.06E+16,9.56E+15,11.1111112,11.111112,8.8888888,1.117977813,0.007629571,-1.104244587,3.7681966,2.952317347,1.5459742,2.1111112,1.1111112,-0.1111112,7190.505611,7988.21675,7188.283389,1.118615467,0.008338075,-1.103606933,163.7,519.8,58293.57,-192.4,330.3,27272.42,-519.8,463,48995.41,-135.6,332.1,27567.08,-4.7,293.8,21297.37,33.6,380.6,35506.53,-53.2,415.9,41285.14,-88.5,356.1,522.7,59326.26,189.5,655.4,106580.73,56.8,524.5,59967.24,187.7,486.2,46328.61,226,573,77238.09,139.2,608.3,89808.42,103.9,166.6,465.9,49863.38,-132.7,335,28055.44,-1.8,296.7,1.59E+18,36.5,383.5,36135.54,-50.3,418.8,42016.52,-85.6,299.3,467.7,50402.12,130.9,429.4,38938.93,169.2,516.2,64918.17,82.4,551.5,75483.46,47.1,168.4,298.5,21908.84,38.3,385.3,36525.96,-48.5,83.8,42470.48,-35.3,130.1,347,28218.69,-86.8,382.3,32811.22,-122.1,216.9,469.1,54702.18,-35.3,252.2,0,NE
YJL011C,9.55E+15,8,9.55E+15,7.64E+16,9.55E+15,0.006863398,9.55E+15,6.55E+13,-6.68E+16,8.01E+00,5.49E-02,7.99E+00,2.5218215,9.55E+15,2.41E+16,9.55E+15,1.05E+01,2.02E+01,5.48E+00,2.53E+00,1.73E-02,-2.51E+00,0.25,9.55E+15,2.39E+15,9.55E+15,8.25E+00,2.00E+00,7.75E+00,2.57E-01,1.72E-03,-2.43E-01,2.77E+00,6.30E-01,2.27E+00,4185.3936,9.55E+15,4.00E+19,9.55E+15,4193.3936,33483.1488,-4177.3936,4185.400463,28.72602206,-4185.386737,4187.915422,10554.81557,-4182.871779,4185.6436,1046.3484,-4185.1436,0.007495889,9.55E+15,7.16E+13,9.55E+15,8.007495889,0.059967112,7.992504111,0.014359287,5.14E-05,-0.000632491,2.529317389,0.018903294,2.514325611,0.257495889,0.001873972,0.242504111,4185.401096,31.37324585,4185.386104,0.2857143,9.55E+15,2.73E+15,9.55E+15,8.2857143,2.2857144,7.7142857,0.292577698,0.001960971,-0.278850902,2.8075358,0.720520465,2.2361072,0.5357143,0.071428575,-0.0357143,4185.679314,1195.826803,4185.107886,0.293210189,0.002141683,-0.278218411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YBR053C,9.37E+15,13,9.37E+15,1.22E+17,9.37E+15,0.006798266,9.37E+15,6.37E+13,-1.12E+17,1.30E+01,8.84E-02,1.30E+01,2.801991,9.37E+15,2.63E+16,9.37E+15,1.58E+01,3.64E+01,1.02E+01,2.81E+00,1.90E-02,-2.80E+00,1.8461539,9.37E+15,1.73E+16,9.37E+15,1.48E+01,2.40E+01,1.12E+01,1.85E+00,1.26E-02,-1.84E+00,4.65E+00,5.17E+00,9.56E-01,2812.3926,9.37E+15,2.64E+19,9.37E+15,2825.3926,36561.1038,-2799.3926,2812.399398,19.11939412,-2812.385802,2815.194591,7880.298754,-2809.590609,2814.238754,5192.109567,-2810.546446,0.007502945,9.37E+15,7.03E+13,9.37E+15,13.00750295,0.097538285,12.99249706,0.014301211,5.10E-05,-0.000704679,2.809493945,0.021023184,2.794488055,1.853656845,0.013851591,1.838650955,2812.400103,21.101227,2812.385097,2.3833334,9.37E+15,2.23E+16,9.37E+15,15.3833334,30.9833342,10.6166666,2.390131666,0.016202535,-2.376535134,5.1853244,6.678078737,0.4186576,4.2294873,4.400000251,-0.5371795,2814.775933,6702.869217,2810.009267,2.390836345,0.017882019,-2.375830455,7384.5,13371,44207309.25,1398,27903,151518863.3,-13371,17393.3,73909983.6,-2624.3,15076.2,56799358.65,-307.2,16814,69632142.75,-2045,32188,183161445.8,-17419,20115.2,94009854.15,-5346.2,5986.5,26505,122834000.3,-14532,15995.3,59917681.2,-4022.3,13678.2,46046362.05,-1705.2,15416,56449701.75,-3443,30790,148486152.8,-18817,18717.2,76212335.55,-6744.2,20518.5,30527.3,205365562.8,10509.7,28210.2,157822146.5,12826.8,29948,1.92E+20,11089,45322,508930614.8,-4285,33249.2,261214868,7787.8,10008.8,17700.5,76984686.96,2317.1,19438.3,94377979.6,579.3,34812.3,248253270.8,-14794.7,22739.5,127419030.2,-2721.9,7691.7,17121.2,72528885.15,-1737.8,32495.2,190781081,-17111.8,5039,97920725.19,12072.8,9429.5,34233,233884603.3,-15374,22160.2,120044135.7,-3301.2,24803.5,37534.2,315765917.5,12072.8,12730.7,0,NE
YFL011W,9.36E+15,11,9.36E+15,1.03E+17,9.36E+15,0.00679636,9.36E+15,6.36E+13,-9.36E+16,1.10E+01,7.48E-02,1.10E+01,2.7116144,9.36E+15,2.54E+16,9.36E+15,1.37E+01,2.98E+01,8.29E+00,2.72E+00,1.84E-02,-2.70E+00,0.36363637,9.36E+15,3.41E+15,9.36E+15,1.14E+01,4.00E+00,1.06E+01,3.70E-01,2.47E-03,-3.57E-01,3.08E+00,9.86E-01,2.35E+00,13773.3545,9.36E+15,1.29E+20,9.36E+15,13784.3545,151506.8995,-13762.3545,13773.3613,93.60867008,-13773.3477,13776.06611,37348.0264,-13770.64289,13773.71814,5008.492633,-13772.99086,0.007507429,9.36E+15,7.03E+13,9.36E+15,11.00750743,0.082581719,10.99249257,0.014303789,5.10E-05,-0.000711069,2.719121829,0.020357253,2.704106971,0.371143799,0.002729974,0.356128941,13773.36201,103.402481,13773.34699,0.4,9.36E+15,3.75E+15,9.36E+15,11.4,4.4,10.6,0.40679636,0.002718544,-0.39320364,3.1116144,1.08464576,2.3116144,0.76363637,0.145454548,-0.03636363,13773.7545,5509.3418,13772.9545,0.407507429,0.003002972,-0.392492571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,E
